num of agents,sum of costs,weights,runtime,cost lowerbound,sum of distances,MAPF algorithm
8,190185,"",56.9844,178838,178838,PP
8,190180,"",57.0581,178838,178838,PP
8,190133,"",57.1345,178838,178838,PP
8,190034,"",57.2216,178838,178838,PP
8,190012,"",57.3067,178838,178838,PP
8,189991,"",57.385,178838,178838,PP
8,189887,"",57.479,178838,178838,PP
8,189886,"",57.5558,178838,178838,PP
8,189806,"",57.6418,178838,178838,PP
8,189806,"",57.7137,178838,178838,PP
8,189806,"",57.7912,178838,178838,PP
8,189767,"",57.8674,178838,178838,PP
8,189694,"",57.9376,178838,178838,PP
8,189683,"",58.014,178838,178838,PP
8,189564,"",58.0921,178838,178838,PP
8,189489,"",58.1684,178838,178838,PP
8,189487,"",58.2761,178838,178838,PP
8,189479,"",58.3521,178838,178838,PP
8,189465,"",58.4288,178838,178838,PP
8,189465,"",58.5118,178838,178838,PP
8,189426,"",58.5892,178838,178838,PP
8,189426,"",58.671,178838,178838,PP
8,189405,"",58.7455,178838,178838,PP
8,189403,"",58.8166,178838,178838,PP
8,189381,"",58.893,178838,178838,PP
8,189377,"",58.9684,178838,178838,PP
8,189274,"",59.0425,178838,178838,PP
7,189249,"",59.1189,178838,178838,PP
8,189249,"",59.1931,178838,178838,PP
8,189215,"",59.2674,178838,178838,PP
8,189202,"",59.3467,178838,178838,PP
8,189170,"",59.4176,178838,178838,PP
8,189153,"",59.4992,178838,178838,PP
8,189085,"",59.5786,178838,178838,PP
8,189056,"",59.6635,178838,178838,PP
8,189056,"",59.7603,178838,178838,PP
8,189032,"",59.8409,178838,178838,PP
8,189012,"",59.917,178838,178838,PP
8,188942,"",59.9911,178838,178838,PP
8,188942,"",60.0541,178838,178838,PP
